goods_id_pure,index,filename,width,height,xmin,ymin,xmax,ymax,goods_id,mid_category,goods_image,sample_path_local,review_path_local,sample_path_drive,review_path_drive
70336,1666,70336_0_gallery_5d6c6ea197179_jpg.rf.ee338d56c10682dadf8262f8c45474f8.jpg,124,93,0,0,124,93,70336,005011,https://image.msscdn.net/images/goods_img/20140116/70336/70336_11_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140116_70336_70336_11_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\70336_0_gallery_5d6c6ea197179_jpg.rf.ee338d56c10682dadf8262f8c45474f8.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140116_70336_70336_11_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/70336_0_gallery_5d6c6ea197179_jpg.rf.ee338d56c10682dadf8262f8c45474f8.jpg
76867,4971,76867_0_gallery_62d6ce94ba9e6_jpg.rf.4d6b88fe0f9f4b32a35f381415b6c58b.jpg,240,98,0,0,240,97,76867,005011,https://image.msscdn.net/images/goods_img/20140305/76867/76867_17_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140305_76867_76867_17_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\76867_0_gallery_62d6ce94ba9e6_jpg.rf.4d6b88fe0f9f4b32a35f381415b6c58b.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140305_76867_76867_17_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/76867_0_gallery_62d6ce94ba9e6_jpg.rf.4d6b88fe0f9f4b32a35f381415b6c58b.jpg
87864,4271,87864_0_gallery_638823f59bcf7_jpg.rf.2c36c38ab449a26658f71ddede36248d.jpg,93,181,0,0,93,181,87864,001011,https://image.msscdn.net/images/goods_img/20140424/87864/87864_1_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140424_87864_87864_1_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\87864_0_gallery_638823f59bcf7_jpg.rf.2c36c38ab449a26658f71ddede36248d.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140424_87864_87864_1_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/87864_0_gallery_638823f59bcf7_jpg.rf.2c36c38ab449a26658f71ddede36248d.jpg
87867,1744,87867_0_gallery_630e38a68dfeb_jpg.rf.f336ef8d33aec3621c51826fbd5d7e79.jpg,134,258,0,0,134,258,87867,001011,https://image.msscdn.net/images/goods_img/20140424/87867/87867_1_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140424_87867_87867_1_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\87867_0_gallery_630e38a68dfeb_jpg.rf.f336ef8d33aec3621c51826fbd5d7e79.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140424_87867_87867_1_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/87867_0_gallery_630e38a68dfeb_jpg.rf.f336ef8d33aec3621c51826fbd5d7e79.jpg
102618,1920,102618_0_gallery_60896db6ce29e_jpg.rf.fb8614434f3183587e02e2560cb4d6e8.jpg,101,101,0,0,101,101,102618,018002,https://image.msscdn.net/images/goods_img/20140620/102618/102618_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140620_102618_102618_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\102618_0_gallery_60896db6ce29e_jpg.rf.fb8614434f3183587e02e2560cb4d6e8.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140620_102618_102618_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/102618_0_gallery_60896db6ce29e_jpg.rf.fb8614434f3183587e02e2560cb4d6e8.jpg
102619,5082,102619_0_gallery_5f7c01c2cecdd_jpg.rf.5326f00c90bcf29ac6ad20a3888ed63f.jpg,195,150,0,0,195,150,102619,018002,https://image.msscdn.net/images/goods_img/20140620/102619/102619_9_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140620_102619_102619_9_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\102619_0_gallery_5f7c01c2cecdd_jpg.rf.5326f00c90bcf29ac6ad20a3888ed63f.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140620_102619_102619_9_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/102619_0_gallery_5f7c01c2cecdd_jpg.rf.5326f00c90bcf29ac6ad20a3888ed63f.jpg
102620,1653,102620_0_gallery_5f3fea76af653_jpg.rf.ee307bddb652a022a3543e1d1fc25a99.jpg,150,113,0,0,150,113,102620,018002,https://image.msscdn.net/images/goods_img/20140620/102620/102620_8_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140620_102620_102620_8_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\102620_0_gallery_5f3fea76af653_jpg.rf.ee307bddb652a022a3543e1d1fc25a99.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140620_102620_102620_8_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/102620_0_gallery_5f3fea76af653_jpg.rf.ee307bddb652a022a3543e1d1fc25a99.jpg
102621,3493,102621_0_gallery_60d6e86b4795b_jpg.rf.c54e98f0220529d5a42e187574097461.jpg,147,52,0,0,147,52,102621,018002,https://image.msscdn.net/images/goods_img/20140620/102621/102621_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140620_102621_102621_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\102621_0_gallery_60d6e86b4795b_jpg.rf.c54e98f0220529d5a42e187574097461.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140620_102621_102621_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/102621_0_gallery_60d6e86b4795b_jpg.rf.c54e98f0220529d5a42e187574097461.jpg
102621,2601,102621_0_gallery_5ed610de37ef4_jpg.rf.9b9478c3f4f97ebbbe752829596fd42c.jpg,128,53,0,0,128,53,102621,018002,https://image.msscdn.net/images/goods_img/20140620/102621/102621_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140620_102621_102621_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\102621_0_gallery_5ed610de37ef4_jpg.rf.9b9478c3f4f97ebbbe752829596fd42c.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140620_102621_102621_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/102621_0_gallery_5ed610de37ef4_jpg.rf.9b9478c3f4f97ebbbe752829596fd42c.jpg
102622,3497,102622_0_gallery_600289208e37d_jpg.rf.c6002cfcc3c59946fc009e81b69a84e5.jpg,215,107,0,0,215,107,102622,018002,https://image.msscdn.net/images/goods_img/20140620/102622/102622_8_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140620_102622_102622_8_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\102622_0_gallery_600289208e37d_jpg.rf.c6002cfcc3c59946fc009e81b69a84e5.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140620_102622_102622_8_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/102622_0_gallery_600289208e37d_jpg.rf.c6002cfcc3c59946fc009e81b69a84e5.jpg
104238,1217,104238_0_gallery_5fb0ac804d4ea_jpg.rf.b86bb07b46e625c34ed88ea8d0ac34e3.jpg,117,44,0,0,117,44,104238,018002,https://image.msscdn.net/images/goods_img/20140630/104238/104238_10_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140630_104238_104238_10_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\104238_0_gallery_5fb0ac804d4ea_jpg.rf.b86bb07b46e625c34ed88ea8d0ac34e3.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140630_104238_104238_10_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/104238_0_gallery_5fb0ac804d4ea_jpg.rf.b86bb07b46e625c34ed88ea8d0ac34e3.jpg
104240,733,104240_0_gallery_60e6c4fe4bbc8_jpg.rf.a3700b184f7a10dd5554b4bc0d4af616.jpg,253,190,0,0,253,190,104240,018002,https://image.msscdn.net/images/goods_img/20140630/104240/104240_6_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140630_104240_104240_6_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\104240_0_gallery_60e6c4fe4bbc8_jpg.rf.a3700b184f7a10dd5554b4bc0d4af616.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140630_104240_104240_6_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/104240_0_gallery_60e6c4fe4bbc8_jpg.rf.a3700b184f7a10dd5554b4bc0d4af616.jpg
104241,3445,104241_0_gallery_613d19bd0f8ec_jpg.rf.c384609c49a9eb3f9f7dd3642c7b6606.jpg,61,84,0,0,61,84,104241,018002,https://image.msscdn.net/images/goods_img/20140630/104241/104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140630_104241_104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\104241_0_gallery_613d19bd0f8ec_jpg.rf.c384609c49a9eb3f9f7dd3642c7b6606.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140630_104241_104241_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/104241_0_gallery_613d19bd0f8ec_jpg.rf.c384609c49a9eb3f9f7dd3642c7b6606.jpg
104241,1681,104241_0_gallery_5c00f8b6228aa_jpg.rf.efbe2b828e60b94f21b2aee5e6d743dc.jpg,118,125,0,0,118,125,104241,018002,https://image.msscdn.net/images/goods_img/20140630/104241/104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140630_104241_104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\104241_0_gallery_5c00f8b6228aa_jpg.rf.efbe2b828e60b94f21b2aee5e6d743dc.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140630_104241_104241_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/104241_0_gallery_5c00f8b6228aa_jpg.rf.efbe2b828e60b94f21b2aee5e6d743dc.jpg
104241,4412,104241_0_gallery_5ed29a006816a_jpg.rf.30ed0f3f79aee48e8ab4b876c4e4344b.jpg,395,281,0,0,395,281,104241,018002,https://image.msscdn.net/images/goods_img/20140630/104241/104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140630_104241_104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\104241_0_gallery_5ed29a006816a_jpg.rf.30ed0f3f79aee48e8ab4b876c4e4344b.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140630_104241_104241_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/104241_0_gallery_5ed29a006816a_jpg.rf.30ed0f3f79aee48e8ab4b876c4e4344b.jpg
104241,3655,104241_0_gallery_60732239e73c3_jpg.rf.cd5c78824f80c9aead52aa6b01ac6c1e.jpg,197,107,0,0,197,107,104241,018002,https://image.msscdn.net/images/goods_img/20140630/104241/104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140630_104241_104241_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\104241_0_gallery_60732239e73c3_jpg.rf.cd5c78824f80c9aead52aa6b01ac6c1e.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140630_104241_104241_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/104241_0_gallery_60732239e73c3_jpg.rf.cd5c78824f80c9aead52aa6b01ac6c1e.jpg
110639,2864,110639_0_gallery_614574616d1ca_jpg.rf.685cdf945bd115c47bd763499793c12c.jpg,186,109,0,0,186,109,110639,018002,https://image.msscdn.net/images/goods_img/20140723/110639/110639_5_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20140723_110639_110639_5_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\110639_0_gallery_614574616d1ca_jpg.rf.685cdf945bd115c47bd763499793c12c.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20140723_110639_110639_5_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/110639_0_gallery_614574616d1ca_jpg.rf.685cdf945bd115c47bd763499793c12c.jpg
147497,4126,147497_0_gallery_603866e4e0f81_jpg.rf.2504fb7d2d2572f1a752091981762303.jpg,254,135,0,0,254,135,147497,005011,https://image.msscdn.net/images/goods_img/20141126/147497/147497_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20141126_147497_147497_7_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\147497_0_gallery_603866e4e0f81_jpg.rf.2504fb7d2d2572f1a752091981762303.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20141126_147497_147497_7_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/147497_0_gallery_603866e4e0f81_jpg.rf.2504fb7d2d2572f1a752091981762303.jpg
148762,3137,148762_0_gallery_5e91d790efd9e_jpg.rf.768771a08e35b57feed808a5864ebc0d.jpg,201,79,0,0,201,79,148762,018002,https://image.msscdn.net/images/goods_img/20141204/148762/148762_2_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20141204_148762_148762_2_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\148762_0_gallery_5e91d790efd9e_jpg.rf.768771a08e35b57feed808a5864ebc0d.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20141204_148762_148762_2_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/148762_0_gallery_5e91d790efd9e_jpg.rf.768771a08e35b57feed808a5864ebc0d.jpg
148762,4884,148762_0_gallery_5dab1d7be599e_jpg.rf.49bc572484386f09f55ec686b7c50336.jpg,182,96,0,0,182,96,148762,018002,https://image.msscdn.net/images/goods_img/20141204/148762/148762_2_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20141204_148762_148762_2_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\148762_0_gallery_5dab1d7be599e_jpg.rf.49bc572484386f09f55ec686b7c50336.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20141204_148762_148762_2_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/148762_0_gallery_5dab1d7be599e_jpg.rf.49bc572484386f09f55ec686b7c50336.jpg
150906,665,150906_0_gallery_61ebe647557e1_jpg.rf.1ed82a11a2976be310c34f4742150818.jpg,119,51,0,0,119,51,150906,005011,https://image.msscdn.net/images/goods_img/20141212/150906/150906_8_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\sampleImg\20141212_150906_150906_8_500.jpg,C:\Users\panda\2022 SWA 아카데미\3차 프로젝트\cropped\12sw_project.v4i.tensorflow\train\150906_0_gallery_61ebe647557e1_jpg.rf.1ed82a11a2976be310c34f4742150818.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/sampleImg/20141212_150906_150906_8_500.jpg,/content/drive/Othercomputers/내 노트북/12sw_project.v4i.tensorflow/train/150906_0_gallery_61ebe647557e1_jpg.rf.1ed82a11a2976be310c34f4742150818.jpg
